"Dstat 0.7.2svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","vagrant"
"Cmdline:","dstat -Tclmdrn --wifi --output dstat.log",,,,"Date:","12 Oct 2013 10:17:27 CEST"

"epoch";"total cpu usage";;;;;;;"load avg";;;"memory usage";;;;"dsk/total";;"io/total";;"net/total";
1381603639.329;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;470
1381603640.328;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;4096;0;1;60;454
1381603641.329;1;0;99;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;470
1381603642.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603643.334;0.990;0;99.010;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603644.329;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;16384;0;4;60;454
1381603645.331;1;1;98;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;120;572
1381603646.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603647.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603648.329;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603649.326;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603650.328;0.990;0;99.010;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;16384;0;4;60;454
1381603651.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;470
1381603652.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603653.330;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603654.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603655.327;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;556
1381603656.328;0.990;0.990;97.030;0.990;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;16384;0;4;180;1292
1381603657.329;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;470
1381603658.329;0;0;100;0;0;0;0;0;0;0;77283328;81469440;148623360;737816576;0;0;0;0;60;454
1381603659.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603660.327;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;162;508
1381603661.327;1.042;0;98.958;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;120;556
1381603662.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603663.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603664.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603665.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603666.328;0;0;99;0;1;0;0;0;0;0;77279232;81469440;148627456;737816576;0;12288;0;3;60;454
1381603667.329;0;0.990;99.010;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;120;572
1381603668.327;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603669.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603670.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;8192;0;2;60;454
1381603671.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603672.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;12288;0;4;120;556
1381603673.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603674.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603675.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;4096;0;1;60;454
1381603676.328;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603677.328;0;1.020;98.980;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;24576;0;4;120;556
1381603678.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603679.329;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603680.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603681.330;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603682.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;60;454
1381603683.327;0.990;0;99.010;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603684.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603685.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603686.327;0;1;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603687.327;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603688.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;120;556
1381603689.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603690.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603691.327;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603692.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603693.334;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;120;556
1381603694.329;0;1;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603695.332;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603696.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603697.329;0;0;99.010;0;0;0.990;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603698.329;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;60;454
1381603699.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;470
1381603700.329;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603701.329;1;0;99;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603702.328;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;0;0;0;60;454
1381603703.327;0;0;100;0;0;0;0;0;0;0;77279232;81469440;148627456;737816576;0;16384;0;4;60;454
1381603704.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603705.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;3;60;454
1381603706.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603707.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603708.329;0;1;99;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603709.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;24576;0;4;120;556
1381603710.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;4096;0;1;60;470
1381603711.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603712.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603713.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603714.328;0.990;0;99.010;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;60;454
1381603715.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603716.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603717.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603718.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603719.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603720.327;0;0.990;99.010;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;60;454
1381603721.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603722.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603723.327;0.990;0;99.010;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;120;556
1381603724.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;1190
1381603725.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603726.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;60;454
1381603727.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603728.329;0.990;0;98.020;0;0.990;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603729.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603730.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603731.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603732.328;0.980;0;98.039;0;0;0.980;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;120;556
1381603733.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603734.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603735.329;0;1;99;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603736.328;1;0;99;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603737.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;60;454
1381603738.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603739.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603740.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;8192;0;2;60;454
1381603741.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603742.329;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603743.327;0.990;0.990;96.040;0.990;0;0.990;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;120;556
1381603744.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603745.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;4096;0;1;60;454
1381603746.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;470
1381603747.328;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;0;0;0;60;454
1381603748.327;0;0;100;0;0;0;0;0;0;0;77275136;81469440;148631552;737816576;0;16384;0;4;60;454
1381603749.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603750.327;0.990;0;99.010;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603751.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603752.329;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603753.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603754.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;12288;0;3;120;556
1381603755.328;0.990;0;99.010;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603756.333;0;0.990;99.010;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;120;556
1381603757.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603758.327;0.990;0;99.010;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603759.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;12288;0;3;60;454
1381603760.327;1.020;0;98.980;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603761.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;120;556
1381603762.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603763.329;1;0;99;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;120;556
1381603764.331;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603765.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;12288;0;3;120;556
1381603766.329;0.980;0.980;97.059;0;0.980;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603767.329;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;120;556
1381603768.331;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603769.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603770.327;1;0;99;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;12288;0;3;60;454
1381603771.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603772.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603773.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603774.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603775.327;1;0;99;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603776.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;12288;0;3;120;556
1381603777.329;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603778.327;0;1;99;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603779.327;0.990;0;99.010;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603780.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;4096;0;1;60;454
1381603781.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;24576;0;4;60;470
1381603782.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;120;572
1381603783.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603784.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603785.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;4096;0;1;60;454
1381603786.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603787.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;16384;0;4;120;556
1381603788.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;470
1381603789.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603790.328;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603791.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;0;0;0;60;454
1381603792.327;0;0;100;0;0;0;0;0;0;0;77271040;81469440;148635648;737816576;0;16384;0;4;162;1260
1381603793.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603794.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603795.327;0.990;0;99.010;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603796.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603797.327;0;1;99;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603798.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;16384;0;4;120;556
1381603799.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603800.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603801.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603802.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603803.326;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;12288;0;3;60;454
1381603804.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603805.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603806.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603807.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603808.327;0.990;0;99.010;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603809.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;12288;0;3;120;556
1381603810.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603811.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603812.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603813.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603814.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;12288;0;3;60;454
1381603815.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;8192;0;2;60;470
1381603816.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603817.329;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603818.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603819.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;12288;0;4;60;454
1381603820.328;0.980;0;98.039;0;0.980;0;0;0;0;0;77266944;81469440;148639744;737816576;0;4096;0;1;60;470
1381603821.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603822.327;0;0.990;99.010;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603823.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603824.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603825.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;24576;0;4;60;454
1381603826.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603827.329;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603828.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603829.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603830.331;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603831.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;16384;0;4;120;556
1381603832.328;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;470
1381603833.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603834.327;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603835.327;1;0;99;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;0;0;0;60;454
1381603836.326;0;0;100;0;0;0;0;0;0;0;77266944;81469440;148639744;737816576;0;16384;0;4;60;454
1381603837.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603838.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603839.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603840.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603841.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603842.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;4;120;556
1381603843.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603844.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603845.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603846.328;0.990;0.990;98.020;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603847.328;0;0;98.980;1.020;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;12288;0;3;120;556
1381603848.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603849.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603850.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;12288;0;3;60;454
1381603851.328;0.990;0;99.010;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603852.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;24576;0;4;60;454
1381603853.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603854.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603855.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;4096;0;1;60;454
1381603856.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603857.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603858.327;0;0.990;99.010;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;5;120;556
1381603859.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;120;572
1381603860.327;0.990;0;99.010;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;1190
1381603861.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603862.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603863.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;4;120;556
1381603864.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603865.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603866.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;120;556
1381603867.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603868.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;4;60;454
1381603869.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;120;572
1381603870.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603871.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603872.328;0.990;0.990;98.020;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603873.326;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603874.329;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;4;60;454
1381603875.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603876.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603877.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603878.329;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603879.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603880.328;0;0;99.010;0;0;0.990;0;0;0;0;77262848;81469440;148643840;737816576;0;16384;0;4;120;556
1381603881.327;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;470
1381603882.328;0;0;100;0;0;0;0;0;0;0;77262848;81469440;148643840;737816576;0;0;0;0;60;454
1381603883.327;0;0;100;0;0;0;0;0;0;0;77258752;81469440;148647936;737816576;0;0;0;0;60;454
1381603884.327;0;0;100;0;0;0;0;0;0;0;77258752;81469440;148647936;737816576;0;0;0;0;60;454
